date,tweets,increase,country
01/25/2020,4,2,FR
01/27/2020,7,3,FR
01/28/2020,8,1,FR
01/31/2020,14,6,FR
02/01/2020,15,1,FR
02/02/2020,16,1,FR
02/03/2020,18,2,FR
02/04/2020,20,2,FR
02/05/2020,21,1,FR
02/08/2020,23,2,FR
02/09/2020,24,1,FR
02/13/2020,25,1,FR
02/16/2020,27,2,FR
02/18/2020,31,4,FR
02/20/2020,34,3,FR
02/22/2020,36,2,FR
02/23/2020,37,1,FR
02/24/2020,46,9,FR
02/25/2020,50,4,FR
02/27/2020,55,5,FR
02/28/2020,83,28,FR
02/29/2020,100,17,FR
03/01/2020,112,12,FR
03/02/2020,125,13,FR
03/03/2020,139,14,FR
03/04/2020,152,13,FR
03/05/2020,167,15,FR
03/06/2020,182,15,FR
03/07/2020,191,9,FR
03/08/2020,196,5,FR
03/09/2020,216,20,FR
03/11/2020,231,15,FR
03/12/2020,285,54,FR
03/13/2020,355,70,FR
03/14/2020,459,104,FR
03/15/2020,592,133,FR
03/16/2020,721,129,FR
03/17/2020,870,149,FR
03/18/2020,1020,150,FR
03/19/2020,1157,137,FR
03/20/2020,1268,111,FR
03/21/2020,1352,84,FR
03/22/2020,1450,98,FR
03/23/2020,1542,92,FR
03/24/2020,1630,88,FR
03/25/2020,1705,75,FR
03/26/2020,1782,77,FR
03/27/2020,1844,62,FR
03/28/2020,2000,156,FR
03/29/2020,2140,140,FR
03/30/2020,2169,29,FR
03/31/2020,2248,79,FR
04/01/2020,2280,32,FR
04/02/2020,2320,40,FR
04/03/2020,2397,77,FR
04/04/2020,2452,55,FR
04/05/2020,2513,61,FR
04/06/2020,2574,61,FR
04/07/2020,2633,59,FR
04/08/2020,2636,3,FR
04/09/2020,2640,4,FR
04/10/2020,2703,63,FR
04/11/2020,2773,70,FR
04/12/2020,2829,56,FR
04/13/2020,2884,55,FR
04/14/2020,2905,21,FR
04/15/2020,2944,39,FR
04/16/2020,2996,52,FR
04/17/2020,3031,35,FR
04/18/2020,3078,47,FR
04/19/2020,3129,51,FR
04/20/2020,3169,40,FR
04/21/2020,3204,35,FR
04/22/2020,3252,48,FR
04/23/2020,3302,50,FR
04/24/2020,3336,34,FR
04/26/2020,3362,26,FR
04/27/2020,3391,29,FR
04/28/2020,3431,40,FR
04/29/2020,3460,29,FR
04/30/2020,3500,40,FR
05/01/2020,3550,50,FR
05/02/2020,3572,22,FR
05/03/2020,3602,30,FR
05/04/2020,3613,11,FR
05/05/2020,3641,28,FR
05/06/2020,3678,37,FR
05/07/2020,3716,38,FR
05/08/2020,3746,30,FR
05/09/2020,3776,30,FR
05/10/2020,3812,36,FR
05/11/2020,3851,39,FR
05/12/2020,3882,31,FR
05/13/2020,3884,2,FR
05/14/2020,3893,9,FR
01/24/2020,12,0,HR
02/05/2020,14,2,HR
03/04/2020,16,2,HR
03/12/2020,22,6,HR
03/13/2020,32,10,HR
03/14/2020,36,4,HR
03/16/2020,40,4,HR
03/17/2020,48,8,HR
03/18/2020,54,6,HR
03/20/2020,56,2,HR
03/21/2020,60,4,HR
03/22/2020,62,2,HR
03/23/2020,68,6,HR
03/24/2020,74,6,HR
03/25/2020,78,4,HR
03/26/2020,82,4,HR
03/27/2020,88,6,HR
03/28/2020,120,32,HR
03/29/2020,136,16,HR
03/30/2020,146,10,HR
03/31/2020,150,4,HR
04/03/2020,152,2,HR
04/05/2020,154,2,HR
04/06/2020,156,2,HR
04/07/2020,158,2,HR
04/10/2020,160,2,HR
04/11/2020,164,4,HR
04/12/2020,166,2,HR
04/13/2020,168,2,HR
04/16/2020,176,8,HR
04/17/2020,178,2,HR
04/20/2020,180,2,HR
04/21/2020,182,2,HR
04/22/2020,186,4,HR
04/23/2020,192,6,HR
04/24/2020,194,2,HR
04/26/2020,196,2,HR
04/28/2020,198,2,HR
04/29/2020,200,2,HR
04/30/2020,204,4,HR
05/01/2020,206,2,HR
05/05/2020,208,2,HR
05/06/2020,210,2,HR
05/07/2020,212,2,HR
05/09/2020,214,2,HR
01/24/2020,1,0,KH
01/26/2020,3,2,KH
01/30/2020,4,1,KH
02/06/2020,5,1,KH
02/11/2020,6,1,KH
02/23/2020,10,4,KH
03/03/2020,11,1,KH
03/07/2020,12,1,KH
03/13/2020,15,3,KH
03/14/2020,18,3,KH
03/15/2020,22,4,KH
03/16/2020,23,1,KH
03/17/2020,25,2,KH
03/18/2020,27,2,KH
03/19/2020,33,6,KH
03/20/2020,36,3,KH
03/21/2020,37,1,KH
03/22/2020,38,1,KH
03/23/2020,39,1,KH
03/24/2020,43,4,KH
03/25/2020,44,1,KH
03/26/2020,46,2,KH
03/28/2020,52,6,KH
03/29/2020,54,2,KH
03/30/2020,55,1,KH
03/31/2020,57,2,KH
04/01/2020,59,2,KH
04/03/2020,61,2,KH
04/04/2020,62,1,KH
04/05/2020,63,1,KH
04/06/2020,65,2,KH
04/07/2020,66,1,KH
04/08/2020,67,1,KH
04/11/2020,68,1,KH
04/12/2020,69,1,KH
04/13/2020,71,2,KH
04/15/2020,72,1,KH
04/19/2020,75,3,KH
04/20/2020,76,1,KH
04/21/2020,78,2,KH
04/22/2020,80,2,KH
04/27/2020,82,2,KH
04/29/2020,83,1,KH
04/30/2020,84,1,KH
05/03/2020,86,2,KH
05/06/2020,87,1,KH
05/12/2020,88,1,KH
01/24/2020,1,0,NL
01/27/2020,4,3,NL
01/28/2020,5,1,NL
01/30/2020,6,1,NL
01/31/2020,8,2,NL
02/01/2020,10,2,NL
02/02/2020,13,3,NL
02/03/2020,14,1,NL
02/06/2020,15,1,NL
02/09/2020,16,1,NL
02/11/2020,17,1,NL
02/14/2020,19,2,NL
02/18/2020,21,2,NL
02/20/2020,22,1,NL
02/24/2020,23,1,NL
02/25/2020,25,2,NL
02/26/2020,26,1,NL
02/27/2020,30,4,NL
02/28/2020,44,14,NL
02/29/2020,47,3,NL
03/01/2020,53,6,NL
03/02/2020,62,9,NL
03/03/2020,67,5,NL
03/04/2020,75,8,NL
03/05/2020,78,3,NL
03/06/2020,88,10,NL
03/07/2020,91,3,NL
03/08/2020,95,4,NL
03/09/2020,98,3,NL
03/11/2020,108,10,NL
03/12/2020,159,51,NL
03/13/2020,246,87,NL
03/14/2020,300,54,NL
03/15/2020,383,83,NL
03/16/2020,480,97,NL
03/17/2020,582,102,NL
03/18/2020,643,61,NL
03/19/2020,711,68,NL
03/20/2020,781,70,NL
03/21/2020,844,63,NL
03/22/2020,913,69,NL
03/23/2020,978,65,NL
03/24/2020,1024,46,NL
03/25/2020,1088,64,NL
03/26/2020,1139,51,NL
03/27/2020,1185,46,NL
03/28/2020,1285,100,NL
03/29/2020,1367,82,NL
03/30/2020,1378,11,NL
03/31/2020,1434,56,NL
04/01/2020,1451,17,NL
04/02/2020,1474,23,NL
04/03/2020,1516,42,NL
04/04/2020,1559,43,NL
04/05/2020,1593,34,NL
04/06/2020,1624,31,NL
04/07/2020,1654,30,NL
04/08/2020,1655,1,NL
04/09/2020,1660,5,NL
04/10/2020,1696,36,NL
04/11/2020,1737,41,NL
04/12/2020,1771,34,NL
04/13/2020,1810,39,NL
04/14/2020,1826,16,NL
04/15/2020,1846,20,NL
04/16/2020,1875,29,NL
04/17/2020,1898,23,NL
04/18/2020,1920,22,NL
04/19/2020,1941,21,NL
04/20/2020,1960,19,NL
04/21/2020,1998,38,NL
04/22/2020,2028,30,NL
04/23/2020,2052,24,NL
04/24/2020,2071,19,NL
04/26/2020,2091,20,NL
04/27/2020,2136,45,NL
04/28/2020,2152,16,NL
04/29/2020,2169,17,NL
04/30/2020,2186,17,NL
05/01/2020,2200,14,NL
05/02/2020,2218,18,NL
05/03/2020,2235,17,NL
05/04/2020,2237,2,NL
05/05/2020,2254,17,NL
05/06/2020,2283,29,NL
05/07/2020,2300,17,NL
05/08/2020,2318,18,NL
05/09/2020,2336,18,NL
05/10/2020,2357,21,NL
05/11/2020,2369,12,NL
05/12/2020,2386,17,NL
05/13/2020,2387,1,NL
05/14/2020,2389,2,NL
01/24/2020,1,0,RU
01/27/2020,2,1,RU
01/29/2020,3,1,RU
01/30/2020,8,5,RU
01/31/2020,10,2,RU
02/01/2020,12,2,RU
02/02/2020,15,3,RU
02/07/2020,17,2,RU
02/10/2020,18,1,RU
02/16/2020,19,1,RU
02/22/2020,20,1,RU
02/24/2020,21,1,RU
02/27/2020,22,1,RU
02/29/2020,23,1,RU
03/02/2020,25,2,RU
03/03/2020,26,1,RU
03/04/2020,29,3,RU
03/05/2020,33,4,RU
03/06/2020,35,2,RU
03/07/2020,37,2,RU
03/08/2020,38,1,RU
03/11/2020,42,4,RU
03/12/2020,51,9,RU
03/13/2020,55,4,RU
03/14/2020,64,9,RU
03/15/2020,69,5,RU
03/16/2020,85,16,RU
03/17/2020,110,25,RU
03/18/2020,131,21,RU
03/19/2020,144,13,RU
03/20/2020,154,10,RU
03/21/2020,173,19,RU
03/22/2020,190,17,RU
03/23/2020,202,12,RU
03/24/2020,213,11,RU
03/25/2020,225,12,RU
03/26/2020,239,14,RU
03/27/2020,258,19,RU
03/28/2020,310,52,RU
03/29/2020,360,50,RU
03/30/2020,370,10,RU
03/31/2020,393,23,RU
04/01/2020,403,10,RU
04/02/2020,411,8,RU
04/03/2020,432,21,RU
04/04/2020,455,23,RU
04/05/2020,474,19,RU
04/06/2020,500,26,RU
04/07/2020,537,37,RU
04/08/2020,538,1,RU
04/10/2020,562,24,RU
04/11/2020,581,19,RU
04/12/2020,601,20,RU
04/13/2020,633,32,RU
04/14/2020,649,16,RU
04/15/2020,668,19,RU
04/16/2020,701,33,RU
04/17/2020,718,17,RU
04/18/2020,726,8,RU
04/19/2020,746,20,RU
04/20/2020,766,20,RU
04/21/2020,779,13,RU
04/22/2020,796,17,RU
04/23/2020,809,13,RU
04/24/2020,825,16,RU
04/26/2020,840,15,RU
04/27/2020,848,8,RU
04/28/2020,857,9,RU
04/29/2020,874,17,RU
04/30/2020,883,9,RU
05/01/2020,897,14,RU
05/02/2020,908,11,RU
05/03/2020,925,17,RU
05/04/2020,926,1,RU
05/05/2020,934,8,RU
05/06/2020,944,10,RU
05/07/2020,956,12,RU
05/08/2020,965,9,RU
05/09/2020,973,8,RU
05/10/2020,981,8,RU
05/11/2020,987,6,RU
05/12/2020,1001,14,RU
05/13/2020,1002,1,RU
05/14/2020,1005,3,RU
01/25/2020,1,0,
01/26/2020,3,2,
02/04/2020,5,2,
02/07/2020,7,2,
02/21/2020,8,1,
03/01/2020,11,3,
03/03/2020,12,1,
03/05/2020,16,4,
03/06/2020,20,4,
03/07/2020,25,5,
03/08/2020,28,3,
03/09/2020,30,2,
03/12/2020,33,3,
03/13/2020,35,2,
03/14/2020,39,4,
03/15/2020,40,1,
03/16/2020,46,6,
03/17/2020,53,7,
03/18/2020,73,20,
03/19/2020,106,33,
03/20/2020,125,19,
03/21/2020,145,20,
03/22/2020,171,26,
03/23/2020,188,17,
03/24/2020,194,6,
03/25/2020,211,17,
03/26/2020,224,13,
03/27/2020,226,2,
03/28/2020,234,8,
03/29/2020,282,48,
03/30/2020,285,3,
03/31/2020,297,12,
04/01/2020,298,1,
04/02/2020,303,5,
04/03/2020,316,13,
04/04/2020,319,3,
04/05/2020,327,8,
04/06/2020,333,6,
04/07/2020,350,17,
04/08/2020,356,6,
04/10/2020,365,9,
04/11/2020,382,17,
04/12/2020,392,10,
04/13/2020,402,10,
04/14/2020,405,3,
04/15/2020,422,17,
04/16/2020,427,5,
04/17/2020,432,5,
04/19/2020,440,8,
04/20/2020,442,2,
04/21/2020,445,3,
04/22/2020,450,5,
04/23/2020,455,5,
04/24/2020,459,4,
04/25/2020,463,4,
04/26/2020,471,8,
04/27/2020,476,5,
04/28/2020,479,3,
04/29/2020,490,11,
04/30/2020,498,8,
05/01/2020,502,4,
05/02/2020,503,1,
05/03/2020,510,7,
05/04/2020,512,2,
05/06/2020,514,2,
05/07/2020,516,2,
05/08/2020,519,3,
05/09/2020,521,2,
05/11/2020,524,3,
05/12/2020,526,2,
01/25/2020,2,0,AE
01/29/2020,4,2,AE
01/30/2020,11,7,AE
01/31/2020,15,4,AE
02/01/2020,16,1,AE
02/02/2020,18,2,AE
02/03/2020,20,2,AE
02/04/2020,22,2,AE
02/05/2020,23,1,AE
02/07/2020,27,4,AE
02/08/2020,32,5,AE
02/10/2020,33,1,AE
02/11/2020,34,1,AE
02/14/2020,43,9,AE
02/21/2020,44,1,AE
02/27/2020,45,1,AE
02/28/2020,58,13,AE
03/01/2020,66,8,AE
03/02/2020,68,2,AE
03/03/2020,73,5,AE
03/04/2020,82,9,AE
03/05/2020,93,11,AE
03/06/2020,101,8,AE
03/07/2020,104,3,AE
03/08/2020,113,9,AE
03/09/2020,130,17,AE
03/11/2020,131,1,AE
03/12/2020,149,18,AE
03/13/2020,167,18,AE
03/14/2020,187,20,AE
03/15/2020,210,23,AE
03/16/2020,242,32,AE
03/17/2020,279,37,AE
03/18/2020,305,26,AE
03/19/2020,331,26,AE
03/20/2020,361,30,AE
03/21/2020,390,29,AE
03/22/2020,416,26,AE
03/23/2020,459,43,AE
03/24/2020,497,38,AE
03/25/2020,540,43,AE
03/26/2020,585,45,AE
03/27/2020,620,35,AE
03/28/2020,710,90,AE
03/29/2020,772,62,AE
03/30/2020,788,16,AE
03/31/2020,812,24,AE
04/01/2020,821,9,AE
04/02/2020,835,14,AE
04/03/2020,859,24,AE
04/04/2020,883,24,AE
04/05/2020,912,29,AE
04/06/2020,939,27,AE
04/07/2020,956,17,AE
04/08/2020,959,3,AE
04/09/2020,963,4,AE
04/10/2020,980,17,AE
04/11/2020,999,19,AE
04/12/2020,1016,17,AE
04/13/2020,1034,18,AE
04/14/2020,1057,23,AE
04/15/2020,1069,12,AE
04/16/2020,1086,17,AE
04/17/2020,1103,17,AE
04/18/2020,1131,28,AE
04/19/2020,1151,20,AE
04/20/2020,1169,18,AE
04/21/2020,1185,16,AE
04/22/2020,1204,19,AE
04/23/2020,1226,22,AE
04/24/2020,1257,31,AE
04/25/2020,1272,15,AE
04/26/2020,1284,12,AE
04/27/2020,1327,43,AE
04/28/2020,1342,15,AE
04/29/2020,1355,13,AE
04/30/2020,1367,12,AE
05/01/2020,1382,15,AE
05/02/2020,1404,22,AE
05/03/2020,1420,16,AE
05/04/2020,1424,4,AE
05/05/2020,1429,5,AE
05/06/2020,1441,12,AE
05/07/2020,1447,6,AE
05/08/2020,1458,11,AE
05/09/2020,1472,14,AE
05/10/2020,1483,11,AE
05/11/2020,1490,7,AE
05/12/2020,1501,11,AE
05/13/2020,1502,1,AE
05/14/2020,1509,7,AE
01/25/2020,1,0,BT
02/12/2020,2,1,BT
03/06/2020,4,2,BT
03/17/2020,5,1,BT
03/18/2020,7,2,BT
03/26/2020,8,1,BT
04/03/2020,9,1,BT
04/04/2020,10,1,BT
04/15/2020,11,1,BT
04/19/2020,12,1,BT
05/04/2020,13,1,BT
05/05/2020,14,1,BT
05/11/2020,15,1,BT
05/12/2020,16,1,BT
01/25/2020,1,0,BW
01/31/2020,2,1,BW
02/08/2020,3,1,BW
03/18/2020,6,3,BW
03/20/2020,8,2,BW
03/22/2020,9,1,BW
03/23/2020,11,2,BW
03/26/2020,13,2,BW
03/30/2020,14,1,BW
03/31/2020,17,3,BW
04/03/2020,22,5,BW
04/04/2020,23,1,BW
04/05/2020,26,3,BW
04/07/2020,27,1,BW
04/11/2020,29,2,BW
04/13/2020,30,1,BW
04/14/2020,31,1,BW
04/15/2020,32,1,BW
04/18/2020,33,1,BW
04/19/2020,35,2,BW
04/25/2020,36,1,BW
04/26/2020,37,1,BW
04/27/2020,39,2,BW
04/28/2020,40,1,BW
04/30/2020,41,1,BW
05/01/2020,42,1,BW
05/02/2020,43,1,BW
05/03/2020,45,2,BW
05/04/2020,46,1,BW
05/07/2020,47,1,BW
05/08/2020,50,3,BW
05/12/2020,52,2,BW
01/25/2020,1,0,IS
02/15/2020,2,1,IS
03/01/2020,3,1,IS
03/03/2020,4,1,IS
03/04/2020,5,1,IS
03/07/2020,7,2,IS
03/09/2020,8,1,IS
03/11/2020,9,1,IS
03/12/2020,11,2,IS
03/13/2020,12,1,IS
03/14/2020,13,1,IS
03/15/2020,20,7,IS
03/16/2020,23,3,IS
03/17/2020,25,2,IS
03/18/2020,27,2,IS
03/19/2020,29,2,IS
03/20/2020,33,4,IS
03/21/2020,36,3,IS
03/22/2020,42,6,IS
03/23/2020,44,2,IS
03/24/2020,46,2,IS
03/25/2020,47,1,IS
03/26/2020,48,1,IS
03/31/2020,50,2,IS
04/04/2020,51,1,IS
04/06/2020,53,2,IS
04/12/2020,54,1,IS
04/13/2020,55,1,IS
04/16/2020,57,2,IS
04/17/2020,59,2,IS
04/22/2020,60,1,IS
04/30/2020,61,1,IS
05/05/2020,63,2,IS
05/07/2020,64,1,IS
05/11/2020,65,1,IS
05/14/2020,66,1,IS
01/25/2020,1,0,LK
01/30/2020,2,1,LK
01/31/2020,3,1,LK
02/01/2020,6,3,LK
03/12/2020,10,4,LK
03/13/2020,13,3,LK
03/14/2020,14,1,LK
03/15/2020,15,1,LK
03/16/2020,16,1,LK
03/17/2020,19,3,LK
03/18/2020,24,5,LK
03/19/2020,27,3,LK
03/20/2020,31,4,LK
03/21/2020,40,9,LK
03/22/2020,47,7,LK
03/23/2020,50,3,LK
03/24/2020,58,8,LK
03/25/2020,59,1,LK
03/26/2020,64,5,LK
03/27/2020,66,2,LK
03/28/2020,84,18,LK
03/29/2020,90,6,LK
03/31/2020,91,1,LK
04/01/2020,93,2,LK
04/02/2020,94,1,LK
04/03/2020,101,7,LK
04/04/2020,107,6,LK
04/05/2020,113,6,LK
04/06/2020,114,1,LK
04/07/2020,116,2,LK
04/08/2020,117,1,LK
04/09/2020,120,3,LK
04/10/2020,121,1,LK
04/11/2020,128,7,LK
04/12/2020,134,6,LK
04/13/2020,139,5,LK
04/15/2020,145,6,LK
04/16/2020,147,2,LK
04/18/2020,152,5,LK
04/19/2020,155,3,LK
04/20/2020,156,1,LK
04/21/2020,157,1,LK
04/23/2020,159,2,LK
04/24/2020,163,4,LK
04/26/2020,164,1,LK
04/27/2020,165,1,LK
04/28/2020,170,5,LK
04/29/2020,172,2,LK
04/30/2020,175,3,LK
05/01/2020,178,3,LK
05/02/2020,179,1,LK
05/03/2020,180,1,LK
05/06/2020,182,2,LK
05/07/2020,187,5,LK
05/08/2020,190,3,LK
05/10/2020,191,1,LK
05/11/2020,193,2,LK
05/12/2020,197,4,LK
05/14/2020,198,1,LK
01/25/2020,1,0,LT
02/28/2020,3,2,LT
03/03/2020,4,1,LT
03/13/2020,5,1,LT
03/15/2020,8,3,LT
03/16/2020,9,1,LT
03/17/2020,10,1,LT
03/18/2020,12,2,LT
03/19/2020,13,1,LT
03/20/2020,14,1,LT
03/21/2020,15,1,LT
03/22/2020,16,1,LT
03/24/2020,17,1,LT
03/27/2020,19,2,LT
03/30/2020,20,1,LT
04/03/2020,21,1,LT
04/05/2020,23,2,LT
04/07/2020,25,2,LT
04/10/2020,26,1,LT
04/13/2020,27,1,LT
04/24/2020,28,1,LT
04/26/2020,29,1,LT
05/01/2020,30,1,LT
05/03/2020,31,1,LT
05/06/2020,32,1,LT
05/09/2020,33,1,LT
05/10/2020,34,1,LT
01/25/2020,1,0,NI
02/29/2020,2,1,NI
03/05/2020,3,1,NI
03/14/2020,5,2,NI
03/15/2020,7,2,NI
03/18/2020,8,1,NI
03/19/2020,11,3,NI
03/20/2020,12,1,NI
03/21/2020,14,2,NI
03/22/2020,18,4,NI
03/23/2020,19,1,NI
03/24/2020,21,2,NI
03/25/2020,22,1,NI
03/26/2020,23,1,NI
03/27/2020,29,6,NI
03/28/2020,31,2,NI
03/29/2020,33,2,NI
04/02/2020,34,1,NI
04/04/2020,37,3,NI
04/05/2020,40,3,NI
04/06/2020,42,2,NI
04/07/2020,44,2,NI
04/11/2020,47,3,NI
04/22/2020,49,2,NI
04/23/2020,50,1,NI
04/27/2020,51,1,NI
04/28/2020,52,1,NI
04/29/2020,53,1,NI
05/02/2020,54,1,NI
05/05/2020,55,1,NI
05/06/2020,56,1,NI
05/07/2020,57,1,NI
05/08/2020,58,1,NI
05/09/2020,59,1,NI
05/12/2020,60,1,NI
01/25/2020,1,0,SE
01/26/2020,2,1,SE
01/27/2020,3,1,SE
01/29/2020,4,1,SE
01/31/2020,6,2,SE
02/05/2020,7,1,SE
02/12/2020,8,1,SE
02/23/2020,9,1,SE
02/25/2020,10,1,SE
02/27/2020,11,1,SE
02/28/2020,17,6,SE
02/29/2020,18,1,SE
03/02/2020,20,2,SE
03/03/2020,23,3,SE
03/05/2020,27,4,SE
03/06/2020,29,2,SE
03/07/2020,35,6,SE
03/08/2020,38,3,SE
03/09/2020,40,2,SE
03/11/2020,43,3,SE
03/12/2020,57,14,SE
03/13/2020,68,11,SE
03/14/2020,85,17,SE
03/15/2020,96,11,SE
03/16/2020,112,16,SE
03/17/2020,130,18,SE
03/18/2020,147,17,SE
03/19/2020,155,8,SE
03/20/2020,176,21,SE
03/21/2020,188,12,SE
03/22/2020,195,7,SE
03/23/2020,206,11,SE
03/24/2020,218,12,SE
03/25/2020,226,8,SE
03/26/2020,238,12,SE
03/27/2020,254,16,SE
03/28/2020,280,26,SE
03/29/2020,296,16,SE
03/30/2020,302,6,SE
03/31/2020,317,15,SE
04/01/2020,326,9,SE
04/02/2020,336,10,SE
04/03/2020,354,18,SE
04/04/2020,368,14,SE
04/05/2020,379,11,SE
04/06/2020,390,11,SE
04/07/2020,402,12,SE
04/09/2020,404,2,SE
04/10/2020,414,10,SE
04/11/2020,424,10,SE
04/12/2020,438,14,SE
04/13/2020,454,16,SE
04/14/2020,458,4,SE
04/15/2020,466,8,SE
04/16/2020,479,13,SE
04/17/2020,487,8,SE
04/18/2020,493,6,SE
04/19/2020,500,7,SE
04/20/2020,511,11,SE
04/21/2020,523,12,SE
04/22/2020,543,20,SE
04/23/2020,549,6,SE
04/24/2020,559,10,SE
04/26/2020,561,2,SE
04/27/2020,564,3,SE
04/28/2020,572,8,SE
04/29/2020,577,5,SE
04/30/2020,583,6,SE
05/01/2020,592,9,SE
05/02/2020,602,10,SE
05/03/2020,606,4,SE
05/05/2020,618,12,SE
05/06/2020,623,5,SE
05/07/2020,629,6,SE
05/08/2020,639,10,SE
05/09/2020,645,6,SE
05/10/2020,650,5,SE
05/11/2020,652,2,SE
05/12/2020,656,4,SE
05/14/2020,659,3,SE
01/26/2020,1,0,DZ
02/11/2020,4,3,DZ
02/25/2020,5,1,DZ
03/03/2020,6,1,DZ
03/05/2020,7,1,DZ
03/13/2020,8,1,DZ
03/14/2020,12,4,DZ
03/15/2020,16,4,DZ
03/16/2020,18,2,DZ
03/17/2020,20,2,DZ
03/18/2020,23,3,DZ
03/19/2020,25,2,DZ
03/20/2020,31,6,DZ
03/21/2020,32,1,DZ
03/22/2020,35,3,DZ
03/23/2020,36,1,DZ
03/24/2020,40,4,DZ
03/25/2020,42,2,DZ
03/26/2020,43,1,DZ
03/27/2020,45,2,DZ
03/28/2020,49,4,DZ
03/30/2020,50,1,DZ
03/31/2020,51,1,DZ
04/04/2020,55,4,DZ
04/05/2020,56,1,DZ
04/06/2020,59,3,DZ
04/13/2020,60,1,DZ
04/14/2020,61,1,DZ
04/16/2020,64,3,DZ
04/17/2020,65,1,DZ
04/21/2020,67,2,DZ
04/23/2020,68,1,DZ
04/24/2020,69,1,DZ
04/25/2020,71,2,DZ
04/26/2020,74,3,DZ
04/27/2020,76,2,DZ
04/28/2020,78,2,DZ
04/29/2020,79,1,DZ
05/02/2020,81,2,DZ
05/03/2020,82,1,DZ
05/05/2020,86,4,DZ
05/06/2020,89,3,DZ
05/08/2020,91,2,DZ
05/09/2020,94,3,DZ
05/10/2020,95,1,DZ
01/26/2020,3,0,PK
01/27/2020,6,3,PK
01/30/2020,8,2,PK
02/01/2020,10,2,PK
02/02/2020,19,9,PK
02/03/2020,22,3,PK
02/04/2020,23,1,PK
02/05/2020,24,1,PK
02/28/2020,29,5,PK
02/29/2020,37,8,PK
03/01/2020,48,11,PK
03/04/2020,52,4,PK
03/05/2020,54,2,PK
03/06/2020,56,2,PK
03/07/2020,57,1,PK
03/08/2020,61,4,PK
03/09/2020,64,3,PK
03/11/2020,69,5,PK
03/12/2020,73,4,PK
03/13/2020,96,23,PK
03/14/2020,108,12,PK
03/15/2020,115,7,PK
03/16/2020,136,21,PK
03/17/2020,159,23,PK
03/18/2020,179,20,PK
03/19/2020,206,27,PK
03/20/2020,241,35,PK
03/21/2020,284,43,PK
03/22/2020,364,80,PK
03/23/2020,434,70,PK
03/24/2020,494,60,PK
03/25/2020,539,45,PK
03/26/2020,572,33,PK
03/27/2020,606,34,PK
03/28/2020,688,82,PK
03/29/2020,788,100,PK
03/30/2020,805,17,PK
03/31/2020,844,39,PK
04/01/2020,851,7,PK
04/02/2020,866,15,PK
04/03/2020,912,46,PK
04/04/2020,974,62,PK
04/05/2020,1015,41,PK
04/06/2020,1064,49,PK
04/07/2020,1083,19,PK
04/08/2020,1094,11,PK
04/10/2020,1142,48,PK
04/11/2020,1183,41,PK
04/12/2020,1233,50,PK
04/13/2020,1273,40,PK
04/14/2020,1285,12,PK
04/15/2020,1301,16,PK
04/16/2020,1330,29,PK
04/17/2020,1349,19,PK
04/18/2020,1363,14,PK
04/19/2020,1376,13,PK
04/20/2020,1404,28,PK
04/21/2020,1428,24,PK
04/22/2020,1453,25,PK
04/23/2020,1474,21,PK
04/24/2020,1493,19,PK
04/25/2020,1500,7,PK
04/26/2020,1521,21,PK
04/27/2020,1549,28,PK
04/28/2020,1570,21,PK
04/29/2020,1583,13,PK
04/30/2020,1590,7,PK
05/01/2020,1606,16,PK
05/02/2020,1613,7,PK
05/03/2020,1629,16,PK
05/04/2020,1641,12,PK
05/05/2020,1648,7,PK
05/06/2020,1663,15,PK
05/07/2020,1684,21,PK
05/08/2020,1694,10,PK
05/09/2020,1702,8,PK
05/10/2020,1709,7,PK
05/11/2020,1725,16,PK
05/12/2020,1730,5,PK
05/14/2020,1731,1,PK
01/27/2020,2,0,AL
03/09/2020,4,2,AL
03/12/2020,11,7,AL
03/13/2020,15,4,AL
03/14/2020,21,6,AL
03/15/2020,25,4,AL
03/16/2020,26,1,AL
03/17/2020,28,2,AL
03/18/2020,30,2,AL
03/19/2020,40,10,AL
03/21/2020,44,4,AL
03/22/2020,46,2,AL
03/23/2020,48,2,AL
03/24/2020,54,6,AL
03/27/2020,62,8,AL
03/28/2020,66,4,AL
03/29/2020,74,8,AL
04/04/2020,76,2,AL
04/05/2020,78,2,AL
04/06/2020,80,2,AL
04/11/2020,86,6,AL
04/13/2020,88,2,AL
04/14/2020,90,2,AL
04/15/2020,92,2,AL
04/16/2020,94,2,AL
04/18/2020,96,2,AL
04/21/2020,98,2,AL
04/27/2020,100,2,AL
05/02/2020,104,4,AL
05/05/2020,108,4,AL
05/06/2020,110,2,AL
05/07/2020,112,2,AL
05/09/2020,114,2,AL
05/10/2020,116,2,AL
05/14/2020,118,2,AL
01/27/2020,1,0,CZ
02/01/2020,2,1,CZ
02/02/2020,3,1,CZ
02/04/2020,4,1,CZ
02/06/2020,6,2,CZ
02/16/2020,7,1,CZ
02/29/2020,9,2,CZ
03/01/2020,11,2,CZ
03/06/2020,13,2,CZ
03/08/2020,14,1,CZ
03/09/2020,15,1,CZ
03/11/2020,18,3,CZ
03/12/2020,20,2,CZ
03/13/2020,24,4,CZ
03/14/2020,32,8,CZ
03/15/2020,35,3,CZ
03/16/2020,42,7,CZ
03/17/2020,50,8,CZ
03/18/2020,53,3,CZ
03/19/2020,61,8,CZ
03/20/2020,66,5,CZ
03/21/2020,73,7,CZ
03/22/2020,80,7,CZ
