date,tweets,increase,country
04/21/2020,2422,50,AU
04/22/2020,2473,51,AU
04/23/2020,2509,36,AU
04/24/2020,2564,55,AU
04/25/2020,2603,39,AU
04/26/2020,2663,60,AU
04/27/2020,2709,46,AU
04/28/2020,2765,56,AU
04/29/2020,2818,53,AU
04/30/2020,2855,37,AU
05/01/2020,2878,23,AU
05/02/2020,2906,28,AU
05/03/2020,2947,41,AU
05/04/2020,2979,32,AU
05/05/2020,3023,44,AU
05/06/2020,3061,38,AU
05/07/2020,3101,40,AU
05/08/2020,3137,36,AU
05/09/2020,3170,33,AU
05/10/2020,3187,17,AU
05/11/2020,3220,33,AU
05/12/2020,3271,51,AU
05/13/2020,3278,7,AU
05/14/2020,3292,14,AU
01/21/2020,1,0,AZ
02/03/2020,2,1,AZ
02/27/2020,3,1,AZ
02/28/2020,7,4,AZ
03/04/2020,8,1,AZ
03/08/2020,9,1,AZ
03/09/2020,10,1,AZ
03/13/2020,11,1,AZ
03/14/2020,13,2,AZ
03/15/2020,17,4,AZ
03/16/2020,18,1,AZ
03/17/2020,20,2,AZ
03/18/2020,27,7,AZ
03/19/2020,28,1,AZ
03/20/2020,30,2,AZ
03/21/2020,33,3,AZ
03/22/2020,39,6,AZ
03/23/2020,43,4,AZ
03/24/2020,46,3,AZ
03/26/2020,53,7,AZ
03/27/2020,55,2,AZ
03/28/2020,63,8,AZ
03/29/2020,69,6,AZ
03/30/2020,70,1,AZ
03/31/2020,75,5,AZ
04/02/2020,77,2,AZ
04/03/2020,80,3,AZ
04/04/2020,82,2,AZ
04/05/2020,83,1,AZ
04/06/2020,84,1,AZ
04/07/2020,87,3,AZ
04/10/2020,88,1,AZ
04/11/2020,90,2,AZ
04/12/2020,94,4,AZ
04/13/2020,98,4,AZ
04/15/2020,100,2,AZ
04/16/2020,102,2,AZ
04/17/2020,103,1,AZ
04/18/2020,104,1,AZ
04/19/2020,105,1,AZ
04/20/2020,108,3,AZ
04/21/2020,110,2,AZ
04/23/2020,111,1,AZ
04/30/2020,112,1,AZ
05/02/2020,113,1,AZ
05/04/2020,114,1,AZ
05/05/2020,115,1,AZ
05/06/2020,116,1,AZ
05/11/2020,117,1,AZ
01/21/2020,2,0,BD
01/25/2020,4,2,BD
01/27/2020,6,2,BD
01/30/2020,8,2,BD
02/01/2020,10,2,BD
02/02/2020,14,4,BD
02/06/2020,16,2,BD
02/07/2020,18,2,BD
02/13/2020,20,2,BD
02/14/2020,22,2,BD
02/18/2020,32,10,BD
02/20/2020,38,6,BD
02/21/2020,40,2,BD
02/26/2020,42,2,BD
02/28/2020,46,4,BD
03/06/2020,48,2,BD
03/08/2020,56,8,BD
03/09/2020,62,6,BD
03/12/2020,64,2,BD
03/13/2020,68,4,BD
03/16/2020,73,5,BD
03/17/2020,79,6,BD
03/18/2020,102,23,BD
03/19/2020,114,12,BD
03/20/2020,137,23,BD
03/21/2020,149,12,BD
03/22/2020,166,17,BD
03/23/2020,199,33,BD
03/24/2020,231,32,BD
03/25/2020,254,23,BD
03/26/2020,269,15,BD
03/27/2020,284,15,BD
03/28/2020,352,68,BD
03/29/2020,392,40,BD
03/30/2020,402,10,BD
03/31/2020,416,14,BD
04/01/2020,423,7,BD
04/03/2020,433,10,BD
04/04/2020,446,13,BD
04/05/2020,457,11,BD
04/06/2020,468,11,BD
04/07/2020,478,10,BD
04/08/2020,484,6,BD
04/09/2020,492,8,BD
04/10/2020,494,2,BD
04/11/2020,508,14,BD
04/12/2020,521,13,BD
04/13/2020,532,11,BD
04/14/2020,536,4,BD
04/15/2020,541,5,BD
04/16/2020,553,12,BD
04/17/2020,557,4,BD
04/18/2020,575,18,BD
04/19/2020,582,7,BD
04/20/2020,595,13,BD
04/21/2020,611,16,BD
04/22/2020,622,11,BD
04/23/2020,637,15,BD
04/24/2020,644,7,BD
04/25/2020,648,4,BD
04/26/2020,666,18,BD
04/27/2020,669,3,BD
04/28/2020,675,6,BD
04/29/2020,684,9,BD
04/30/2020,692,8,BD
05/01/2020,700,8,BD
05/02/2020,715,15,BD
05/03/2020,723,8,BD
05/04/2020,727,4,BD
05/05/2020,742,15,BD
05/06/2020,746,4,BD
05/07/2020,753,7,BD
05/08/2020,757,4,BD
05/09/2020,763,6,BD
05/10/2020,772,9,BD
05/11/2020,776,4,BD
05/12/2020,786,10,BD
05/14/2020,788,2,BD
01/21/2020,1,0,BE
01/22/2020,2,1,BE
01/24/2020,3,1,BE
01/25/2020,5,2,BE
01/26/2020,6,1,BE
01/29/2020,8,2,BE
01/30/2020,10,2,BE
02/01/2020,13,3,BE
02/03/2020,14,1,BE
02/04/2020,18,4,BE
02/05/2020,20,2,BE
02/06/2020,21,1,BE
02/07/2020,22,1,BE
02/09/2020,25,3,BE
02/12/2020,26,1,BE
02/13/2020,27,1,BE
02/18/2020,28,1,BE
02/22/2020,29,1,BE
02/23/2020,30,1,BE
02/24/2020,31,1,BE
02/25/2020,34,3,BE
02/26/2020,35,1,BE
02/27/2020,37,2,BE
02/28/2020,41,4,BE
02/29/2020,45,4,BE
03/01/2020,47,2,BE
03/02/2020,48,1,BE
03/03/2020,54,6,BE
03/04/2020,60,6,BE
03/05/2020,65,5,BE
03/06/2020,68,3,BE
03/07/2020,73,5,BE
03/08/2020,76,3,BE
03/09/2020,79,3,BE
03/11/2020,83,4,BE
03/12/2020,99,16,BE
03/13/2020,148,49,BE
03/14/2020,170,22,BE
03/15/2020,205,35,BE
03/16/2020,237,32,BE
03/17/2020,264,27,BE
03/18/2020,306,42,BE
03/19/2020,330,24,BE
03/20/2020,354,24,BE
03/21/2020,394,40,BE
03/22/2020,424,30,BE
03/23/2020,450,26,BE
03/24/2020,474,24,BE
03/25/2020,499,25,BE
03/26/2020,526,27,BE
03/27/2020,556,30,BE
03/28/2020,582,26,BE
03/29/2020,618,36,BE
03/30/2020,630,12,BE
03/31/2020,642,12,BE
04/01/2020,648,6,BE
04/02/2020,658,10,BE
04/03/2020,672,14,BE
04/04/2020,684,12,BE
04/05/2020,711,27,BE
04/06/2020,729,18,BE
04/07/2020,742,13,BE
04/08/2020,743,1,BE
04/09/2020,744,1,BE
04/10/2020,754,10,BE
04/11/2020,790,36,BE
04/12/2020,814,24,BE
04/13/2020,845,31,BE
04/14/2020,848,3,BE
04/15/2020,862,14,BE
04/16/2020,883,21,BE
04/17/2020,900,17,BE
04/18/2020,914,14,BE
04/19/2020,926,12,BE
04/20/2020,949,23,BE
04/21/2020,971,22,BE
04/22/2020,995,24,BE
04/23/2020,1004,9,BE
04/24/2020,1018,14,BE
04/26/2020,1031,13,BE
04/27/2020,1041,10,BE
04/28/2020,1050,9,BE
04/29/2020,1058,8,BE
04/30/2020,1064,6,BE
05/01/2020,1071,7,BE
05/02/2020,1085,14,BE
05/03/2020,1094,9,BE
05/05/2020,1110,16,BE
05/06/2020,1121,11,BE
05/07/2020,1134,13,BE
05/08/2020,1147,13,BE
05/09/2020,1165,18,BE
05/10/2020,1177,12,BE
05/11/2020,1181,4,BE
05/12/2020,1191,10,BE
05/14/2020,1193,2,BE
01/21/2020,3,0,BR
01/22/2020,4,1,BR
01/23/2020,10,6,BR
01/24/2020,13,3,BR
01/25/2020,15,2,BR
01/26/2020,23,8,BR
01/27/2020,27,4,BR
01/28/2020,29,2,BR
01/29/2020,39,10,BR
01/30/2020,48,9,BR
01/31/2020,60,12,BR
02/01/2020,65,5,BR
02/02/2020,74,9,BR
02/03/2020,76,2,BR
02/04/2020,81,5,BR
02/05/2020,89,8,BR
02/06/2020,91,2,BR
02/07/2020,94,3,BR
02/08/2020,95,1,BR
02/09/2020,98,3,BR
02/10/2020,102,4,BR
02/11/2020,106,4,BR
02/12/2020,108,2,BR
02/13/2020,110,2,BR
02/14/2020,111,1,BR
02/16/2020,112,1,BR
02/17/2020,115,3,BR
02/18/2020,118,3,BR
02/20/2020,120,2,BR
02/21/2020,121,1,BR
02/22/2020,122,1,BR
02/23/2020,125,3,BR
02/24/2020,127,2,BR
02/26/2020,132,5,BR
02/27/2020,141,9,BR
02/28/2020,165,24,BR
02/29/2020,171,6,BR
03/12/2020,174,3,BR
03/13/2020,314,140,BR
03/14/2020,533,219,BR
03/15/2020,685,152,BR
03/16/2020,1022,337,BR
03/17/2020,1534,512,BR
03/18/2020,2093,559,BR
03/19/2020,2639,546,BR
03/20/2020,3193,554,BR
03/21/2020,3767,574,BR
03/22/2020,4271,504,BR
03/23/2020,4815,544,BR
03/24/2020,5280,465,BR
03/25/2020,5672,392,BR
03/26/2020,6060,388,BR
03/27/2020,6503,443,BR
03/28/2020,6881,378,BR
03/29/2020,7127,246,BR
03/30/2020,7300,173,BR
03/31/2020,7583,283,BR
04/01/2020,7662,79,BR
04/02/2020,7799,137,BR
04/03/2020,8057,258,BR
04/04/2020,8339,282,BR
04/05/2020,8560,221,BR
04/06/2020,8797,237,BR
04/07/2020,9073,276,BR
04/08/2020,9104,31,BR
04/09/2020,9165,61,BR
04/10/2020,9385,220,BR
04/11/2020,9588,203,BR
04/12/2020,9810,222,BR
04/13/2020,10044,234,BR
04/14/2020,10191,147,BR
04/15/2020,10410,219,BR
04/16/2020,10602,192,BR
04/17/2020,10798,196,BR
04/18/2020,11010,212,BR
04/19/2020,11180,170,BR
04/20/2020,11389,209,BR
04/21/2020,11625,236,BR
04/22/2020,11836,211,BR
04/23/2020,12072,236,BR
04/24/2020,12279,207,BR
04/25/2020,12456,177,BR
04/26/2020,12573,117,BR
04/27/2020,12762,189,BR
04/28/2020,12963,201,BR
04/29/2020,13200,237,BR
04/30/2020,13428,228,BR
05/01/2020,13656,228,BR
05/02/2020,13842,186,BR
05/03/2020,14014,172,BR
05/04/2020,14120,106,BR
05/05/2020,14324,204,BR
05/06/2020,14527,203,BR
05/07/2020,14773,246,BR
05/08/2020,14995,222,BR
05/09/2020,15201,206,BR
05/10/2020,15318,117,BR
05/11/2020,15503,185,BR
05/12/2020,15730,227,BR
05/13/2020,15766,36,BR
05/14/2020,15804,38,BR
01/21/2020,1,0,CH
01/29/2020,2,1,CH
01/30/2020,3,1,CH
01/31/2020,5,2,CH
02/03/2020,7,2,CH
02/04/2020,8,1,CH
02/08/2020,11,3,CH
02/09/2020,13,2,CH
02/11/2020,16,3,CH
02/12/2020,18,2,CH
02/14/2020,21,3,CH
02/19/2020,22,1,CH
02/22/2020,27,5,CH
02/23/2020,35,8,CH
02/24/2020,46,11,CH
02/25/2020,53,7,CH
02/27/2020,55,2,CH
02/28/2020,91,36,CH
02/29/2020,108,17,CH
03/01/2020,117,9,CH
03/02/2020,124,7,CH
03/03/2020,138,14,CH
03/04/2020,149,11,CH
03/05/2020,154,5,CH
03/06/2020,156,2,CH
03/07/2020,164,8,CH
03/08/2020,170,6,CH
03/09/2020,173,3,CH
03/11/2020,181,8,CH
03/12/2020,199,18,CH
03/13/2020,218,19,CH
03/14/2020,231,13,CH
03/15/2020,263,32,CH
03/16/2020,286,23,CH
03/17/2020,315,29,CH
03/18/2020,328,13,CH
03/19/2020,352,24,CH
03/20/2020,381,29,CH
03/21/2020,411,30,CH
03/22/2020,436,25,CH
03/23/2020,450,14,CH
03/24/2020,469,19,CH
03/25/2020,486,17,CH
03/26/2020,505,19,CH
03/27/2020,527,22,CH
03/28/2020,645,118,CH
03/29/2020,687,42,CH
03/30/2020,696,9,CH
03/31/2020,716,20,CH
04/01/2020,725,9,CH
04/02/2020,732,7,CH
04/03/2020,754,22,CH
04/04/2020,778,24,CH
04/05/2020,791,13,CH
04/06/2020,810,19,CH
04/07/2020,829,19,CH
04/09/2020,832,3,CH
04/10/2020,847,15,CH
04/11/2020,873,26,CH
04/12/2020,892,19,CH
04/13/2020,916,24,CH
04/14/2020,922,6,CH
04/15/2020,929,7,CH
04/16/2020,942,13,CH
04/17/2020,956,14,CH
04/18/2020,971,15,CH
04/19/2020,985,14,CH
04/20/2020,1000,15,CH
04/21/2020,1011,11,CH
04/22/2020,1025,14,CH
04/23/2020,1038,13,CH
04/24/2020,1050,12,CH
04/26/2020,1056,6,CH
04/27/2020,1064,8,CH
04/28/2020,1068,4,CH
04/29/2020,1078,10,CH
04/30/2020,1085,7,CH
05/01/2020,1092,7,CH
05/02/2020,1095,3,CH
05/03/2020,1105,10,CH
05/05/2020,1111,6,CH
05/06/2020,1120,9,CH
05/07/2020,1129,9,CH
05/08/2020,1132,3,CH
05/09/2020,1138,6,CH
05/10/2020,1140,2,CH
05/11/2020,1143,3,CH
05/12/2020,1147,4,CH
05/14/2020,1151,4,CH
01/21/2020,2,0,DO
01/22/2020,7,5,DO
01/23/2020,14,7,DO
01/24/2020,25,11,DO
01/25/2020,29,4,DO
01/26/2020,30,1,DO
01/27/2020,34,4,DO
01/28/2020,35,1,DO
01/29/2020,37,2,DO
01/30/2020,49,12,DO
01/31/2020,59,10,DO
02/01/2020,64,5,DO
02/02/2020,70,6,DO
02/03/2020,83,13,DO
02/04/2020,90,7,DO
02/05/2020,96,6,DO
02/06/2020,106,10,DO
02/07/2020,115,9,DO
02/08/2020,126,11,DO
02/09/2020,134,8,DO
02/10/2020,137,3,DO
02/11/2020,145,8,DO
02/12/2020,149,4,DO
02/13/2020,156,7,DO
02/14/2020,158,2,DO
02/16/2020,160,2,DO
02/17/2020,162,2,DO
02/18/2020,164,2,DO
02/19/2020,171,7,DO
02/20/2020,173,2,DO
02/21/2020,177,4,DO
02/22/2020,178,1,DO
02/23/2020,179,1,DO
02/26/2020,182,3,DO
02/27/2020,185,3,DO
02/28/2020,229,44,DO
02/29/2020,260,31,DO
03/01/2020,306,46,DO
03/02/2020,349,43,DO
03/03/2020,370,21,DO
03/04/2020,387,17,DO
03/05/2020,409,22,DO
03/06/2020,425,16,DO
03/07/2020,435,10,DO
03/08/2020,454,19,DO
03/09/2020,463,9,DO
03/11/2020,478,15,DO
03/12/2020,514,36,DO
03/13/2020,565,51,DO
03/14/2020,622,57,DO
03/15/2020,689,67,DO
03/16/2020,760,71,DO
03/17/2020,834,74,DO
03/18/2020,937,103,DO
03/19/2020,1051,114,DO
03/20/2020,1159,108,DO
03/21/2020,1261,102,DO
03/22/2020,1357,96,DO
03/23/2020,1440,83,DO
03/24/2020,1531,91,DO
03/25/2020,1626,95,DO
03/26/2020,1698,72,DO
03/27/2020,1851,153,DO
03/28/2020,2057,206,DO
03/29/2020,2185,128,DO
03/30/2020,2226,41,DO
03/31/2020,2297,71,DO
04/01/2020,2324,27,DO
04/02/2020,2385,61,DO
04/03/2020,2476,91,DO
04/04/2020,2524,48,DO
04/05/2020,2573,49,DO
04/06/2020,2632,59,DO
04/07/2020,2708,76,DO
04/08/2020,2759,51,DO
04/09/2020,2801,42,DO
04/10/2020,2841,40,DO
04/11/2020,2892,51,DO
04/12/2020,2946,54,DO
04/13/2020,3021,75,DO
04/14/2020,3057,36,DO
04/15/2020,3110,53,DO
04/16/2020,3171,61,DO
04/17/2020,3201,30,DO
04/18/2020,3261,60,DO
04/19/2020,3292,31,DO
04/20/2020,3342,50,DO
04/21/2020,3401,59,DO
04/22/2020,3449,48,DO
04/23/2020,3503,54,DO
04/24/2020,3534,31,DO
04/26/2020,3577,43,DO
04/27/2020,3631,54,DO
04/28/2020,3682,51,DO
04/29/2020,3733,51,DO
04/30/2020,3782,49,DO
05/01/2020,3819,37,DO
05/02/2020,3848,29,DO
05/03/2020,3890,42,DO
05/04/2020,3908,18,DO
05/05/2020,3963,55,DO
05/06/2020,4007,44,DO
05/07/2020,4056,49,DO
05/08/2020,4088,32,DO
05/09/2020,4121,33,DO
05/10/2020,4161,40,DO
05/11/2020,4204,43,DO
05/12/2020,4245,41,DO
05/13/2020,4260,15,DO
05/14/2020,4268,8,DO
01/21/2020,2,0,EC
01/22/2020,3,1,EC
01/23/2020,7,4,EC
01/25/2020,8,1,EC
01/27/2020,14,6,EC
01/28/2020,15,1,EC
01/29/2020,16,1,EC
01/30/2020,19,3,EC
01/31/2020,23,4,EC
02/01/2020,28,5,EC
02/02/2020,32,4,EC
02/03/2020,33,1,EC
02/04/2020,35,2,EC
02/05/2020,37,2,EC
02/09/2020,39,2,EC
02/10/2020,43,4,EC
02/13/2020,44,1,EC
02/16/2020,46,2,EC
02/17/2020,48,2,EC
02/18/2020,50,2,EC
02/19/2020,53,3,EC
02/21/2020,54,1,EC
02/22/2020,57,3,EC
02/23/2020,59,2,EC
02/24/2020,62,3,EC
02/26/2020,63,1,EC
02/27/2020,64,1,EC
02/28/2020,69,5,EC
02/29/2020,72,3,EC
03/01/2020,77,5,EC
03/02/2020,87,10,EC
03/03/2020,90,3,EC
03/04/2020,91,1,EC
03/05/2020,93,2,EC
03/06/2020,97,4,EC
03/07/2020,100,3,EC
03/09/2020,101,1,EC
03/11/2020,102,1,EC
03/12/2020,107,5,EC
03/13/2020,136,29,EC
03/14/2020,179,43,EC
03/15/2020,214,35,EC
03/16/2020,259,45,EC
03/17/2020,315,56,EC
03/18/2020,369,54,EC
03/19/2020,420,51,EC
03/20/2020,479,59,EC
03/21/2020,521,42,EC
03/22/2020,569,48,EC
03/23/2020,601,32,EC
03/24/2020,646,45,EC
03/25/2020,689,43,EC
03/26/2020,721,32,EC
03/27/2020,782,61,EC
03/28/2020,813,31,EC
03/29/2020,841,28,EC
03/30/2020,860,19,EC
03/31/2020,889,29,EC
04/01/2020,904,15,EC
04/02/2020,930,26,EC
04/03/2020,959,29,EC
04/04/2020,981,22,EC
04/05/2020,994,13,EC
04/06/2020,1021,27,EC
04/07/2020,1041,20,EC
04/08/2020,1059,18,EC
04/09/2020,1067,8,EC
04/10/2020,1094,27,EC
04/11/2020,1113,19,EC
04/12/2020,1129,16,EC
04/13/2020,1159,30,EC
04/14/2020,1183,24,EC
04/15/2020,1214,31,EC
04/16/2020,1235,21,EC
04/17/2020,1261,26,EC
04/18/2020,1290,29,EC
04/19/2020,1313,23,EC
04/20/2020,1348,35,EC
04/21/2020,1372,24,EC
04/22/2020,1395,23,EC
04/23/2020,1424,29,EC
04/24/2020,1452,28,EC
04/25/2020,1470,18,EC
04/26/2020,1479,9,EC
04/27/2020,1511,32,EC
04/28/2020,1534,23,EC
04/29/2020,1567,33,EC
04/30/2020,1590,23,EC
05/01/2020,1606,16,EC
05/02/2020,1621,15,EC
05/03/2020,1641,20,EC
05/04/2020,1649,8,EC
05/05/2020,1662,13,EC
05/06/2020,1683,21,EC
05/07/2020,1692,9,EC
05/08/2020,1720,28,EC
05/09/2020,1734,14,EC
05/10/2020,1746,12,EC
05/11/2020,1768,22,EC
05/12/2020,1777,9,EC
05/13/2020,1785,8,EC
05/14/2020,1788,3,EC
01/21/2020,2,0,ES
01/24/2020,6,4,ES
01/25/2020,9,3,ES
01/26/2020,10,1,ES
01/27/2020,12,2,ES
01/28/2020,13,1,ES
01/29/2020,14,1,ES
01/30/2020,22,8,ES
01/31/2020,26,4,ES
02/01/2020,33,7,ES
02/02/2020,37,4,ES
02/03/2020,41,4,ES
02/04/2020,48,7,ES
02/05/2020,57,9,ES
02/06/2020,59,2,ES
02/07/2020,65,6,ES
02/08/2020,69,4,ES
02/09/2020,76,7,ES
02/10/2020,81,5,ES
02/11/2020,84,3,ES
02/12/2020,96,12,ES
02/13/2020,99,3,ES
02/14/2020,101,2,ES
02/16/2020,103,2,ES
02/17/2020,108,5,ES
02/18/2020,111,3,ES
02/19/2020,113,2,ES
02/21/2020,114,1,ES
02/22/2020,116,2,ES
02/24/2020,123,7,ES
02/25/2020,126,3,ES
02/26/2020,131,5,ES
02/27/2020,137,6,ES
02/28/2020,179,42,ES
02/29/2020,211,32,ES
03/01/2020,227,16,ES
03/02/2020,236,9,ES
03/03/2020,257,21,ES
03/04/2020,285,28,ES
03/05/2020,313,28,ES
03/06/2020,343,30,ES
03/07/2020,373,30,ES
03/08/2020,403,30,ES
03/09/2020,427,24,ES
03/11/2020,501,74,ES
03/12/2020,704,203,ES
03/13/2020,1202,498,ES
03/14/2020,1660,458,ES
03/15/2020,2071,411,ES
03/16/2020,2475,404,ES
03/17/2020,2803,328,ES
03/18/2020,3101,298,ES
03/19/2020,3386,285,ES
03/20/2020,3643,257,ES
03/21/2020,3905,262,ES
03/22/2020,4159,254,ES
03/23/2020,4405,246,ES
03/24/2020,4649,244,ES
03/25/2020,4873,224,ES
03/26/2020,5120,247,ES
03/27/2020,5310,190,ES
03/28/2020,5803,493,ES
03/29/2020,6252,449,ES
03/30/2020,6344,92,ES
03/31/2020,6529,185,ES
04/01/2020,6579,50,ES
04/02/2020,6657,78,ES
04/03/2020,6829,172,ES
04/04/2020,7037,208,ES
04/05/2020,7215,178,ES
04/06/2020,7371,156,ES
04/07/2020,7487,116,ES
04/08/2020,7488,1,ES
04/09/2020,7498,10,ES
04/10/2020,7648,150,ES
04/11/2020,7831,183,ES
04/12/2020,7977,146,ES
04/13/2020,8126,149,ES
04/14/2020,8200,74,ES
04/15/2020,8358,158,ES
04/16/2020,8477,119,ES
04/17/2020,8597,120,ES
04/18/2020,8732,135,ES
04/19/2020,8868,136,ES
04/20/2020,8988,120,ES
04/21/2020,9133,145,ES
04/22/2020,9287,154,ES
04/23/2020,9451,164,ES
04/24/2020,9587,136,ES
04/25/2020,9609,22,ES
04/26/2020,9766,157,ES
04/27/2020,9851,85,ES
04/28/2020,9982,131,ES
04/29/2020,10119,137,ES
04/30/2020,10232,113,ES
05/01/2020,10367,135,ES
05/02/2020,10522,155,ES
05/03/2020,10641,119,ES
05/04/2020,10711,70,ES
05/05/2020,10824,113,ES
05/06/2020,10941,117,ES
05/07/2020,11057,116,ES
05/08/2020,11176,119,ES
05/09/2020,11289,113,ES
05/10/2020,11395,106,ES
05/11/2020,11512,117,ES
05/12/2020,11619,107,ES
05/13/2020,11625,6,ES
05/14/2020,11657,32,ES
01/21/2020,1,0,HK
01/22/2020,3,2,HK
01/23/2020,9,6,HK
01/24/2020,11,2,HK
01/25/2020,16,5,HK
01/26/2020,18,2,HK
01/27/2020,19,1,HK
01/29/2020,24,5,HK
01/30/2020,32,8,HK
01/31/2020,41,9,HK
02/01/2020,48,7,HK
02/02/2020,52,4,HK
02/03/2020,60,8,HK
02/04/2020,66,6,HK
02/05/2020,70,4,HK
02/06/2020,73,3,HK
02/07/2020,77,4,HK
02/08/2020,81,4,HK
02/09/2020,86,5,HK
02/10/2020,91,5,HK
02/11/2020,97,6,HK
02/12/2020,102,5,HK
02/13/2020,104,2,HK
02/14/2020,109,5,HK
02/16/2020,112,3,HK
02/17/2020,116,4,HK
02/18/2020,122,6,HK
02/19/2020,127,5,HK
02/20/2020,132,5,HK
02/21/2020,136,4,HK
02/22/2020,139,3,HK
02/23/2020,141,2,HK
02/28/2020,144,3,HK
02/29/2020,148,4,HK
03/01/2020,152,4,HK
03/02/2020,154,2,HK
03/03/2020,157,3,HK
03/04/2020,159,2,HK
03/05/2020,164,5,HK
03/06/2020,168,4,HK
03/07/2020,170,2,HK
03/08/2020,173,3,HK
03/09/2020,177,4,HK
03/12/2020,185,8,HK
03/13/2020,187,2,HK
03/14/2020,192,5,HK
03/15/2020,202,10,HK
03/16/2020,208,6,HK
03/17/2020,217,9,HK
03/18/2020,223,6,HK
03/19/2020,228,5,HK
03/20/2020,230,2,HK
03/21/2020,238,8,HK
03/22/2020,250,12,HK
03/23/2020,259,9,HK
03/24/2020,266,7,HK
03/25/2020,273,7,HK
03/26/2020,282,9,HK
03/28/2020,296,14,HK
03/29/2020,308,12,HK
03/31/2020,312,4,HK
04/01/2020,318,6,HK
04/02/2020,320,2,HK
04/03/2020,330,10,HK
04/04/2020,332,2,HK
04/05/2020,335,3,HK
04/06/2020,338,3,HK
04/07/2020,342,4,HK
04/08/2020,346,4,HK
04/09/2020,347,1,HK
04/10/2020,355,8,HK
04/11/2020,358,3,HK
04/12/2020,365,7,HK
04/13/2020,372,7,HK
04/15/2020,376,4,HK
04/16/2020,386,10,HK
04/17/2020,387,1,HK
04/18/2020,389,2,HK
04/19/2020,394,5,HK
04/20/2020,397,3,HK
04/21/2020,403,6,HK
04/22/2020,405,2,HK
04/23/2020,410,5,HK
04/24/2020,415,5,HK
04/26/2020,420,5,HK
04/27/2020,423,3,HK
04/28/2020,430,7,HK
04/29/2020,431,1,HK
04/30/2020,433,2,HK
05/01/2020,436,3,HK
05/02/2020,442,6,HK
05/03/2020,445,3,HK
05/04/2020,446,1,HK
05/06/2020,449,3,HK
05/07/2020,452,3,HK
05/08/2020,453,1,HK
05/09/2020,455,2,HK
05/11/2020,457,2,HK
05/12/2020,458,1,HK
05/13/2020,459,1,HK
05/14/2020,460,1,HK
01/21/2020,1,0,ID
01/22/2020,3,2,ID
01/23/2020,6,3,ID
01/24/2020,14,8,ID
01/25/2020,20,6,ID
01/26/2020,29,9,ID
01/27/2020,39,10,ID
01/28/2020,40,1,ID
01/29/2020,50,10,ID
01/30/2020,55,5,ID
01/31/2020,67,12,ID
02/01/2020,76,9,ID
02/02/2020,92,16,ID
02/03/2020,99,7,ID
02/04/2020,104,5,ID
02/05/2020,110,6,ID
02/06/2020,117,7,ID
02/07/2020,126,9,ID
02/08/2020,131,5,ID
02/09/2020,135,4,ID
02/10/2020,140,5,ID
02/11/2020,142,2,ID
02/12/2020,148,6,ID
02/13/2020,154,6,ID
02/14/2020,158,4,ID
02/16/2020,169,11,ID
02/17/2020,173,4,ID
02/18/2020,176,3,ID
02/19/2020,183,7,ID
02/20/2020,195,12,ID
02/21/2020,202,7,ID
02/22/2020,203,1,ID
02/23/2020,205,2,ID
02/24/2020,208,3,ID
02/28/2020,213,5,ID
02/29/2020,214,1,ID
03/02/2020,217,3,ID
03/03/2020,221,4,ID
03/04/2020,223,2,ID
03/05/2020,233,10,ID
03/06/2020,238,5,ID
03/07/2020,242,4,ID
03/08/2020,247,5,ID
03/09/2020,248,1,ID
03/11/2020,249,1,ID
03/12/2020,252,3,ID
03/13/2020,319,67,ID
03/14/2020,462,143,ID
03/15/2020,630,168,ID
03/16/2020,852,222,ID
03/17/2020,1111,259,ID
03/18/2020,1516,405,ID
03/19/2020,1836,320,ID
03/20/2020,2177,341,ID
03/21/2020,2488,311,ID
03/22/2020,2816,328,ID
03/23/2020,3219,403,ID
03/24/2020,3649,430,ID
03/25/2020,3955,306,ID
03/26/2020,4304,349,ID
03/27/2020,4453,149,ID
03/28/2020,4906,453,ID
03/29/2020,5299,393,ID
03/30/2020,5365,66,ID
03/31/2020,5779,414,ID
04/01/2020,5963,184,ID
04/02/2020,5998,35,ID
04/03/2020,6277,279,ID
04/04/2020,6659,382,ID
04/05/2020,6913,254,ID
04/06/2020,7232,319,ID
04/07/2020,7589,357,ID
04/08/2020,7635,46,ID
04/09/2020,7668,33,ID
04/10/2020,7932,264,ID
04/11/2020,8171,239,ID
04/12/2020,8420,249,ID
04/13/2020,8809,389,ID
04/14/2020,9046,237,ID
04/15/2020,9396,350,ID
04/16/2020,9736,340,ID
04/17/2020,9934,198,ID
04/18/2020,10203,269,ID
04/19/2020,10481,278,ID
04/20/2020,10746,265,ID
04/21/2020,11153,407,ID
04/22/2020,11471,318,ID
04/23/2020,11727,256,ID
04/24/2020,11893,166,ID
04/25/2020,12058,165,ID
04/26/2020,12237,179,ID
04/27/2020,12429,192,ID
04/28/2020,12657,228,ID
04/29/2020,12892,235,ID
04/30/2020,13098,206,ID
05/01/2020,13328,230,ID
05/02/2020,13548,220,ID
05/03/2020,13725,177,ID
05/04/2020,13885,160,ID
05/05/2020,14044,159,ID
05/06/2020,14273,229,ID
05/07/2020,14469,196,ID
05/08/2020,14672,203,ID
05/09/2020,14943,271,ID
05/10/2020,15165,222,ID
05/11/2020,15351,186,ID
05/12/2020,15664,313,ID
05/13/2020,15706,42,ID
05/14/2020,15777,71,ID
01/21/2020,2,0,IN
01/23/2020,3,1,IN
01/24/2020,4,1,IN
